Player_Id,Player_Name,DOB,Batting_Hand,Bowling_Skill,Country
48,AM Nayar,10/8/1983,Left_Hand,Right-arm medium,India
49,SM Pollock,7/16/1973,Right_Hand,Right-arm fast-medium,South Africa
50,Harbhajan Singh,7/3/1980,Right_Hand,Right-arm offbreak,India
51,S Chanderpaul,8/16/1974,Left_Hand,Legbreak,West Indies
52,LRPL Taylor,3/8/1984,Right_Hand,Right-arm offbreak,New Zealand
53,AC Gilchrist,11/14/1971,Left_Hand,Right-arm offbreak,Australia
54,Y Venugopal Rao,2/26/1982,Right_Hand,Right-arm offbreak,India
55,VVS Laxman,11/1/1974,Right_Hand,Right-arm offbreak,India
56,A Symonds,6/9/1975,Right_Hand,Right-arm offbreak,Australia
57,RG Sharma,4/30/1987,Right_Hand,Right-arm offbreak,India
58,SB Styris,7/10/1975,Right_Hand,Right-arm medium,New Zealand
59,SB Bangar,10/11/1972,Right_Hand,Right-arm medium-fast,India
60,WPUJC Vaas,1/27/1974,Left_Hand,Left-arm fast-medium,Sri Lanka
61,RP Singh,12/6/1985,Right_Hand,Left-arm fast-medium,India
62,WP Saha,10/24/1984,Right_Hand,NULL,India
63,LR Shukla,5/6/1981,Right_Hand,Right-arm medium,India
64,DPMD Jayawardene,5/27/1977,Right_Hand,Right-arm medium,Sri Lanka
65,S Sohal,11/10/1987,Right_Hand,Legbreak,India
66,B Lee,11/8/1976,Right_Hand,Right-arm fast,Australia
67,PP Chawla,12/24/1988,Left_Hand,Legbreak,India
68,WA Mota,9/20/1981,Right_Hand,Right-arm medium,India
69,Kamran Akmal,1/13/1982,Right_Hand,NULL,Pakistan
70,Shahid Afridi,3/1/1980,Right_Hand,Legbreak googly,Pakistan
71,DJ Bravo,10/7/1983,Right_Hand,Right-arm medium-fast,West Indies
72,MA Khote,4/22/1980,Right_Hand,Right-arm medium,India
73,A Nehra,4/29/1979,Right_Hand,Left-arm medium-fast,India
74,GC Smith,2/1/1981,Left_Hand,Right-arm offbreak,South Africa
75,Pankaj Singh,5/6/1985,Right_Hand,Right-arm medium-fast,India
76,RR Sarwan,6/23/1980,Right_Hand,Legbreak,West Indies
77,S Sreesanth,2/6/1983,Right_Hand,Right-arm fast-medium,India
78,VRV Singh,9/17/1984,Right_Hand,Right-arm medium-fast,India
79,SS Tiwary,12/30/1989,Left_Hand,NULL,India
80,DS Kulkarni,12/10/1988,Right_Hand,Right-arm medium,India
81,R Vinay Kumar,2/12/1984,Right_Hand,Right-arm medium,India
82,AB Agarkar,12/4/1977,Right_Hand,Right-arm fast,India
83,M Kartik,9/11/1976,Left_Hand,Slow left-arm orthodox,India
84,I Sharma,9/2/1988,Right_Hand,Right-arm fast-medium,India
85,AM Rahane,6/6/1988,Right_Hand,Right-arm medium,India
86,Shoaib Malik,2/1/1982,Right_Hand,Right-arm offbreak,Pakistan
87,MK Tiwary,11/14/1985,Right_Hand,Legbreak googly,India
88,KD Karthik,6/1/1985,Right_Hand,NULL,India
89,R Bhatia,10/22/1979,Right_Hand,Right-arm medium-fast,India
90,MF Maharoof,9/7/1984,Right_Hand,Right-arm fast-medium,India
91,VY Mahesh,12/21/1987,Right_Hand,Right-arm medium-fast,India
92,TM Srivastava,11/7/1989,Left_Hand,Right-arm medium,India
93,B Chipli,1/27/1983,Right_Hand,Right-arm medium,India
94,DW Steyn,6/27/1983,Right_Hand,Right-arm fast,South Africa
95,DB Das,9/22/1986,Right_Hand,Legbreak googly,India
96,MK Pandey,9/10/1989,Right_Hand,Right-arm medium,India
97,HH Gibbs,2/23/1974,Right_Hand,Right-arm bowler,South Africa
98,DNT Zoysa,5/13/1978,Left_Hand,Left-arm fast-medium,Sri Lanka
99,D Kalyankrishna,12/16/1983,Right_Hand,Right-arm medium-fast,India
100,SE Marsh,7/9/1983,Left_Hand,Slow left-arm orthodox,Australia
101,SA Asnodkar,3/29/1984,Right_Hand,Right-arm offbreak,India
102,Sohail Tanvir,12/12/1984,Left_Hand,Left-arm medium-fast,Pakistan
103,Salman Butt,10/7/1984,Left_Hand,Right-arm offbreak,Pakistan
104,BJ Hodge,12/29/1974,Right_Hand,Right-arm offbreak,Australia
105,Umar Gul,4/14/1984,Right_Hand,Right-arm fast-medium,Pakistan
106,AB Dinda,3/25/1984,Right_Hand,Right-arm medium-fast,India
107,SP Fleming,4/1/1973,Left_Hand,NULL,New Zealand
108,S Vidyut,12/3/1981,Left_Hand,Slow left-arm orthodox,India
109,JA Morkel,6/10/1981,Left_Hand,Right-arm medium-fast,South Africa
110,AB de Villiers,2/17/1984,Right_Hand,Right-arm medium,South Africa
111,LPC Silva,12/14/1979,Right_Hand,Legbreak,Sri Lanka
112,DB Ravi Teja,9/5/1987,Right_Hand,Legbreak googly,India
113,Misbah-ul-Haq,5/28/1974,Right_Hand,Legbreak,Pakistan
114,YV Takawale,11/5/1984,Right_Hand,NULL,India
115,RR Raje,9/3/1986,Right_Hand,Right-arm fast-medium,India
116,PJ Sangwan,11/5/1990,Right_Hand,Left-arm medium,India
117,Mohammad Asif,12/20/1982,Left_Hand,Right-arm fast-medium,Pakistan
118,GD McGrath,2/9/1970,Right_Hand,Right-arm fast-medium,Australia
119,Joginder Sharma,10/23/1983,Right_Hand,Right-arm fast-medium,India
120,MS Gony,1/4/1984,Right_Hand,Right-arm medium,India
121,M Muralitharan,4/17/1972,Right_Hand,Right-arm offbreak,Sri Lanka
122,M Ntini,7/6/1977,Right_Hand,Right-arm fast,South Africa
123,DT Patil,12/6/1984,Right_Hand,NULL,India
124,A Kumble,10/17/1970,Right_Hand,Legbreak googly,India
125,S Anirudha,4/14/1987,Right_Hand,NULL,India
126,MM Patel,7/12/1983,Right_Hand,Right-arm medium-fast,India
127,CK Kapugedera,2/24/1987,Right_Hand,Right-arm medium,Sri Lanka
128,A Chopra,9/19/1977,Right_Hand,Right-arm offbreak,India
129,T Taibu,5/14/1983,Right_Hand,Right-arm medium,Zimbabwea
130,J Arunkumar,1/18/1975,Right_Hand,Right-arm offbreak,India
131,PP Ojha,9/5/1986,Left_Hand,Slow left-arm orthodox,India
132,SP Goswami,5/18/1989,Left_Hand,NULL,India
133,SR Tendulkar,4/24/1973,Right_Hand,Right-arm offbreak,India
134,U Kaul,12/2/1987,Left_Hand,NULL,India
135,TM Dilshan,10/14/1976,Right_Hand,Right-arm offbreak,Sri Lanka
136,A Mishra,11/24/1982,Right_Hand,Legbreak,India
137,AD Mascarenhas,10/30/1977,Right_Hand,Right-arm fast-medium,England
138,NK Patel,3/26/1981,Left_Hand,NULL,India
139,LA Pomersbach,9/28/1984,Left_Hand,Right-arm offbreak,Australia
140,Iqbal Abdulla,12/2/1989,Left_Hand,Slow left-arm orthodox,India
141,Younis Khan,11/29/1977,Right_Hand,Right-arm medium,Pakistan
142,PM Sarvesh Kumar,4/26/1989,Right_Hand,Right-arm medium,India
143,DP Vijaykumar,10/20/1986,Right_Hand,Right-arm medium,India
144,Shoaib Akhtar,8/13/1975,Right_Hand,Right-arm fast,Pakistan
145,Abdur Razzak,6/15/1982,Left_Hand,Slow left-arm orthodox,Bangladesh
146,H Das,12/10/1986,Right_Hand,NULL,India
147,DR Smith,4/12/1983,Right_Hand,Right-arm medium,West Indies
148,SD Chitnis,5/6/1987,Right_Hand,Right-arm offbreak,India
149,CRD Fernando,7/19/1979,Right_Hand,Right-arm fast-medium,Sri Lanka
150,VS Yeligati,4/23/1985,Right_Hand,Right-arm offbreak,India
151,L Balaji,9/27/1981,Right_Hand,Right-arm medium-fast,India
152,A Mukund,1/6/1990,Left_Hand,Legbreak googly,India
153,RR Powar,5/20/1978,Right_Hand,Right-arm offbreak,India
154,JP Duminy,4/14/1984,Left_Hand,Right-arm offbreak,South Africa
155,A Flintoff,12/6/1977,Right_Hand,Right-arm fast-medium,England
156,T Thushara,3/1/1981,Left_Hand,Left-arm fast-medium,Sri Lanka
157,JD Ryder,8/6/1984,Left_Hand,Right-arm medium,New Zealand
158,KP Pietersen,6/27/1980,Right_Hand,Right-arm offbreak,South Africa
159,T Henderson,8/1/1974,Right_Hand,Right-arm fast-medium,South Africa
160,Kamran Khan,3/10/1991,Left_Hand,Left-arm medium-fast,India
161,RS Bopara,5/4/1985,Right_Hand,Right-arm medium,England
162,CH Gayle,9/21/1979,Left_Hand,Right-arm offbreak,West Indies
163,MC Henriques,2/1/1987,Right_Hand,Right-arm fast-medium,Australia
164,R Bishnoi,10/8/1987,Right_Hand,Right-arm medium-fast,India
165,FH Edwards,2/6/1982,Right_Hand,Right-arm fast,West Indies
166,KV Sharma,10/23/1987,Left_Hand,Legbreak googly,India
167,PC Valthaty,12/7/1983,Right_Hand,Right-arm medium,India
168,RJ Quiney,8/20/1982,Left_Hand,Right-arm medium,Australia
169,AS Raut,3/3/1987,Right_Hand,Legbreak googly,India
170,Yashpal Singh,11/27/1981,Right_Hand,Right-arm medium,India
171,M Manhas,10/12/1979,Right_Hand,Right-arm offbreak,India
172,AA Bilakhia,5/31/1986,Right_Hand,Right-arm medium,India
173,AN Ghosh,10/19/1986,Right_Hand,Right-arm medium,India
174,BAW Mendis,3/11/1985,Right_Hand,Right-arm offbreak,Sri Lanka
175,DL Vettori,1/27/1979,Left_Hand,Slow left-arm orthodox,New Zealand
176,MN van Wyk,3/20/1979,Right_Hand,Slow left-arm orthodox,South Africa
177,RE van der Merwe,12/31/1984,Right_Hand,Slow left-arm orthodox,South Africa
178,TL Suman,12/15/1983,Right_Hand,Right-arm offbreak,India
179,Shoaib Ahmed,8/17/1990,Right_Hand,Right-arm fast-medium,Pakistan
180,GR Napier,1/6/1980,Right_Hand,Right-arm medium,England
181,KP Appanna,12/20/1988,Right_Hand,Slow left-arm orthodox,India
182,LA Carseldine,11/17/1975,Left_Hand,Left-arm medium,Australia
183,NV Ojha,7/20/1983,Right_Hand,NULL,India
184,SM Harwood,3/1/1974,Right_Hand,Right-arm fast-medium,Australia
185,M Vijay,4/1/1984,Right_Hand,Right-arm offbreak,India
186,SB Jakati,11/27/1980,Left_Hand,Slow left-arm orthodox,India
187,DA Warner,10/27/1986,Left_Hand,Legbreak,Australia
188,RJ Harris,10/11/1979,Right_Hand,Right-arm fast,Australia
189,D du Preez,11/8/1981,Right_Hand,Right-arm fast-medium,South Africa
190,M Morkel,10/6/1984,Left_Hand,Right-arm fast,South Africa
191,AD Mathews,6/2/1987,Right_Hand,Right-arm fast-medium,Sri Lanka
192,J Botha,5/2/1982,Right_Hand,Right-arm offbreak,South Africa
193,C Nanda,3/29/1979,Right_Hand,Legbreak,India
194,SL Malinga,8/28/1983,Right_Hand,Right-arm fast,Sri Lanka
195,Mashrafe Mortaza,10/5/1983,Right_Hand,Right-arm fast-medium,Bangladesh
196,A Singh,6/21/1981,Right_Hand,Right-arm medium-fast,India
197,GJ Bailey,9/7/1982,Right_Hand,Right-arm medium,Australia
198,AB McDonald,6/5/1981,Right_Hand,Right-arm fast-medium,Australia
199,Y Nagar,1/6/1990,Right_Hand,Right-arm offbreak,India
200,SS Shaikh,1/18/1987,Right_Hand,Right-arm medium,India
201,R Ashwin,9/17/1986,Right_Hand,Right-arm offbreak,India
202,Mohammad Ashraful,7/7/1984,Right_Hand,Right-arm offbreak,Bangladesh
203,CA Pujara,1/25/1988,Right_Hand,Legbreak,India
204,OA Shah,10/22/1978,Right_Hand,Right-arm offbreak,England
205,Anirudh Singh,8/2/1980,Left_Hand,Right-arm medium,India
206,Jaskaran Singh,9/4/1989,Right_Hand,Right-arm medium,India
207,AP Tare,11/7/1987,Right_Hand,NULL,India
208,AT Rayudu,9/23/1985,Right_Hand,Right-arm offbreak,India
209,R Sathish,1/14/1981,Right_Hand,Right-arm medium,India
210,R McLaren,2/9/1983,Left_Hand,Right-arm medium-fast,South Africa
211,AA Jhunjhunwala,12/1/1982,Right_Hand,Right-arm offbreak,India
212,P Dogra,11/19/1984,Right_Hand,Legbreak,India
213,A Uniyal,11/21/1981,Left_Hand,Left-arm medium,India
214,MS Bisla,12/27/1984,Right_Hand,NULL,India
215,YA Abdulla,1/17/1983,Left_Hand,Left-arm fast-medium,India
216,EJG Morgan,9/10/1986,Left_Hand,Right-arm medium,England
217,JM Kemp,10/2/1977,Right_Hand,Right-arm fast-medium,South Africa
218,S Tyagi,9/17/1987,Right_Hand,Right-arm medium,India
219,RS Gavaskar,2/20/1976,Left_Hand,Slow left-arm orthodox,India
220,SE Bond,6/7/1975,Right_Hand,Right-arm fast,New Zealand
221,KA Pollard,5/12/1987,Right_Hand,Right-arm medium-fast,West Indies
222,S Ladda,7/10/1986,Right_Hand,Legbreak,India
223,DP Nannes,5/16/1976,Right_Hand,Left-arm fast,Australia
224,MJ Lumb,2/12/1980,Left_Hand,Right-arm medium,England
225,DR Martyn,10/21/1971,Right_Hand,Right-arm medium,Australia
226,S Narwal,4/16/1982,Left_Hand,Right-arm medium,India
227,AB Barath,4/14/1990,Right_Hand,Right-arm offbreak,India
228,Bipul Sharma,9/28/1983,Left_Hand,Slow left-arm orthodox,India
229,FY Fazal,9/7/1985,Left_Hand,Right-arm medium,India
230,AC Voges,10/4/1979,Right_Hand,Slow left-arm orthodox,Australia
231,MD Mishra,2/9/1984,Right_Hand,Right-arm offbreak,India
232,UT Yadav,10/25/1987,Right_Hand,Right-arm fast-medium,India
233,J Theron,7/24/1985,Right_Hand,Right-arm medium-fast,South Africa
234,SJ Srivastava,9/22/1981,Right_Hand,Left-arm fast-medium,India
235,R Sharma,4/30/1987,Right_Hand,Right-arm offbreak,India
236,Mandeep Singh,12/18/1991,Right_Hand,Right-arm medium,India
237,KM Jadhav,3/26/1985,Right_Hand,Right-arm offbreak,India
238,SW Tait,2/22/1983,Right_Hand,Right-arm fast,Australia
239,KB Arun Karthik,2/15/1986,Right_Hand,Legbreak googly,India
240,KAJ Roach,6/30/1988,Right_Hand,Right-arm fast,West Indies
241,PD Collingwood,5/26/1976,Right_Hand,Right-arm medium,England
242,CK Langeveldt,12/17/1974,Right_Hand,Right-arm fast-medium,England
243,VS Malik,5/9/1983,Right_Hand,Right-arm medium,India
244,A Mithun,10/25/1989,Right_Hand,Right-arm medium,India
245,AP Dole,10/9/1987,Right_Hand,Right-arm medium-fast,India
246,AN Ahmed,11/5/1988,Right_Hand,Right-arm medium-fast,India
247,RS Sodhi,10/18/1980,Right_Hand,Right-arm medium,India
248,DE Bollinger,7/24/1981,Left_Hand,Left-arm fast-medium,Australia
249,S Sriram,2/21/1976,Left_Hand,Slow left-arm orthodox,India
250,B Sumanth,5/10/1988,Right_Hand,Right-arm medium-fast,India
251,C Madan,10/15/1982,Right_Hand,NULL,India
252,AG Paunikar,4/18/1988,Right_Hand,NULL,India
253,MR Marsh,10/20/1991,Right_Hand,Right-arm medium,Australia
254,AJ Finch,11/17/1986,Right_Hand,Slow left-arm orthodox,Australia
255,STR Binny,6/3/1984,Right_Hand,Right-arm medium,India
256,Harmeet Singh,9/7/1992,Left_Hand,Slow left-arm orthodox,India
257,IR Jaggi,1/27/1989,Right_Hand,Legbreak googly,India
258,DT Christian,5/4/1983,Right_Hand,Right-arm fast-medium,Australia
259,RV Gomez,10/16/1985,Right_Hand,Right-arm medium,India
260,MA Agarwal,2/16/1991,Right_Hand,NULL,India
261,AUK Pathan,6/17/1984,Right_Hand,Right-arm medium,India
262,UBT Chand,3/26/1993,Right_Hand,Right-arm offbreak,India
263,DJ Jacobs,11/4/1982,Right_Hand,Right-arm medium,South Africa
264,Sunny Singh,12/18/1986,Right_Hand,Right-arm medium-fast,India
265,NJ Rimmington,11/11/1982,Right_Hand,Right-arm fast-medium,Australia
266,AL Menaria,10/29/1990,Left_Hand,Slow left-arm orthodox,India
267,WD Parnell,7/30/1989,Left_Hand,Left-arm medium-fast,South Africa
268,JJ van der Wath,1/10/1978,Right_Hand,Right-arm medium-fast,South Africa
269,R Ninan,11/19/1985,Right_Hand,Right-arm offbreak,India
270,S Aravind,4/8/1984,Left_Hand,Left-arm medium-fast,India
271,MS Wade,12/26/1987,Left_Hand,Right-arm medium,Australia
272,TD Paine,12/8/1984,Right_Hand,Right-arm medium,Australia
273,SB Wagh,10/9/1988,Left_Hand,Left-arm medium-fast,India
274,AC Thomas,2/9/1977,Right_Hand,Right-arm fast-medium,England
275,JEC Franklin,11/7/1980,Left_Hand,Left-arm medium,New Zealand
276,Shakib Al Hasan,3/24/1987,Left_Hand,Slow left-arm orthodox,Bangladesh
277,DH Yagnik,6/22/1983,Left_Hand,NULL,India
278,S Randiv,1/30/1985,Right_Hand,Right-arm offbreak,Sri Lanka
279,BJ Haddin,10/23/1977,Right_Hand,NULL,Australia
280,NLTC Perera,4/3/1989,Left_Hand,Right-arm medium-fast,Sri Lanka
281,NL McCullum,9/1/1980,Right_Hand,Right-arm offbreak,New Zealand
282,JE Taylor,6/22/1984,Right_Hand,Right-arm fast,New Zealand
283,J Syed Mohammad,6/3/1983,Left_Hand,Slow left-arm orthodox,India
284,RN ten Doeschate,6/30/1980,Right_Hand,Right-arm medium-fast,Netherlands
285,TR Birt,12/9/1981,Left_Hand,Right-arm medium,Australia
286,AG Murtaza,1/1/1990,Left_Hand,Slow left-arm orthodox,India
287,Harpreet Singh,8/11/1991,Left_Hand,Right-arm medium,India
288,M Klinger,7/4/1980,Right_Hand,NULL,Australia
289,AC Blizzard,6/27/1984,Left_Hand,Left-arm medium,Australia
290,I Malhotra,5/23/1984,Right_Hand,Right-arm medium-fast,India
291,L Ablish,12/3/1982,Right_Hand,Right-arm medium-fast,India
292,CA Ingram,7/3/1985,Left_Hand,Legbreak,South Africa
293,S Nadeem,8/12/1989,Right_Hand,Slow left-arm orthodox,India
294,P Parameswaran,5/30/1985,Right_Hand,Left-arm medium,India
295,CJ Ferguson,11/21/1984,Right_Hand,Right-arm medium,Australia
296,VR Aaron,10/29/1989,Right_Hand,Right-arm fast,India
297,AA Chavan,10/28/1985,Left_Hand,Slow left-arm orthodox,India
298,ND Doshi,10/6/1978,Right_Hand,Slow left-arm orthodox,India
299,B Kumar,2/5/1990,Right_Hand,Right-arm medium,India
300,Y Gnaneswara Rao,8/25/1984,Right_Hand,Right-arm medium,India
301,S Rana,9/18/1984,Right_Hand,Right-arm medium-fast,India
302,BA Bhatt,5/13/1990,Left_Hand,Slow left-arm orthodox,India
303,F du Plessis,7/13/1984,Right_Hand,Legbreak,South Africa
304,RE Levi,1/14/1988,Right_Hand,Right-arm medium,South Africa
305,GJ Maxwell,10/14/1988,Right_Hand,Right-arm offbreak,Australia
306,SPD Smith,6/2/1989,Right_Hand,Legbreak googly,India
307,MN Samuels,2/5/1981,Right_Hand,Right-arm offbreak,West Indies
308,SA Yadav,9/14/1990,Right_Hand,Right-arm offbreak,India
309,KK Cooper,2/16/1989,Right_Hand,Right-arm medium,West Indies
310,JP Faulkner,4/29/1990,Right_Hand,Left-arm fast-medium,Australia
311,HV Patel,11/23/1990,Right_Hand,Right-arm medium,India
312,DAJ Bracewell,9/28/1990,Right_Hand,Right-arm fast-medium,New Zealand
313,DJ Harris,12/31/1979,Right_Hand,Right-arm medium,Australia
314,Ankit Sharma,4/20/1991,Left_Hand,Slow left-arm orthodox,India
315,SP Narine,5/26/1988,Left_Hand,Right-arm offbreak,West Indies
316,GB Hogg,2/6/1971,Left_Hand,Slow left-arm chinaman,Australia
317,RR Bhatkal,9/1/1985,Right_Hand,Right-arm medium,India
318,CJ McKay,2/20/1983,Right_Hand,Right-arm fast-medium,Australia
319,N Saini,10/28/1988,Right_Hand,NULL,India
320,DA Miller,6/10/1989,Left_Hand,Right-arm offbreak,South Africa
321,Azhar Mahmood,2/28/1975,Right_Hand,Right-arm fast-medium,Pakistan
322,P Negi,1/6/1993,Left_Hand,Slow left-arm orthodox,India
323,RJ Peterson,8/4/1979,Left_Hand,Slow left-arm orthodox,South Africa
324,KMDN Kulasekara,7/22/1982,Right_Hand,Right-arm fast-medium,Sri Lanka
325,A Ashish Reddy,2/24/1991,Right_Hand,Right-arm medium,India
326,V Pratap Singh,5/3/1992,Right_Hand,Right-arm medium,India
327,BB Samantray,12/14/1988,Right_Hand,NULL,India
328,MJ Clarke,4/2/1981,Right_Hand,Slow left-arm orthodox,Australia
329,Gurkeerat Singh,6/29/1990,Right_Hand,Right-arm offbreak,India
330,AP Majumdar,4/30/1984,Right_Hand,Legbreak googly,India
331,PA Reddy,2/11/1991,Right_Hand,Legbreak,India
332,K Upadhyay,6/18/1986,Right_Hand,Right-arm medium,India
333,P Awana,7/19/1986,Right_Hand,Right-arm medium,India
334,AD Russell,4/29/1988,Right_Hand,Right-arm fast,West Indies
335,A Chandila,12/5/1983,Right_Hand,Right-arm offbreak,India
336,CA Lynn,4/10/1990,Right_Hand,Slow left-arm orthodox,Australia
337,Sunny Gupta,9/27/1988,Right_Hand,Right-arm offbreak,India
338,MC Juneja,9/12/1990,Right_Hand,Right-arm offbreak,India
339,KK Nair,12/6/1991,Right_Hand,Right-arm offbreak,India
340,GH Vihari,10/13/1993,Right_Hand,Right-arm offbreak,India
341,MDKJ Perera,8/17/1990,Left_Hand,NULL,Sri Lanka
342,R Shukla,8/28/1990,Right_Hand,Right-arm medium,India
343,B Laughlin,10/3/1982,Right_Hand,Right-arm fast-medium,Australia
344,AS Rajpoot,12/4/1993,Right_Hand,Right-arm medium,India
345,M Vohra,7/18/1993,Right_Hand,Right-arm medium,India
346,JD Unadkat,10/18/1991,Right_Hand,Left-arm medium,India
347,Mohammed Shami,9/3/1990,Right_Hand,Right-arm fast-medium,India
348,BMAJ Mendis,1/15/1983,Left_Hand,Legbreak,Sri Lanka
349,R Rampaul,10/15/1984,Left_Hand,Right-arm fast-medium,West Indies
350,CH Morris,4/30/1987,Right_Hand,Right-arm fast-medium,South Africa
351,SV Samson,11/11/1994,Right_Hand,NULL,India
352,SMSM Senanayake,2/9/1985,Right_Hand,Right-arm offbreak,Sri Lanka
353,BJ Rohrer,3/26/1981,Left_Hand,NULL,Australia
354,KL Rahul,4/18/1992,Right_Hand,NULL,India
355,Q de Kock,12/17/1992,Left_Hand,NULL,South Africa
356,R Dhawan,2/19/1990,Right_Hand,Right-arm medium-fast,India
357,MG Johnson,11/2/1981,Left_Hand,Left-arm fast,Australia
358,LJ Wright,3/7/1985,Right_Hand,Right-arm medium-fast,England
359,IC Pandey,8/15/1989,Right_Hand,Right-arm medium,India
360,CM Gautam,3/8/1986,Right_Hand,NULL,India
361,X Thalaivan Sargunam,5/15/1985,Right_Hand,Right-arm offbreak,India
362,DJG Sammy,12/20/1983,Right_Hand,Right-arm medium-fast,West Indies
363,KW Richardson,2/12/1991,Right_Hand,Right-arm fast-medium,Australia
364,MM Sharma,9/18/1988,Right_Hand,Right-arm medium,India
365,UA Birla,11/17/1989,Right_Hand,Right-arm medium,India
366,Parvez Rasool,2/13/1989,Right_Hand,Right-arm offbreak,India
367,Sandeep Sharma,5/18/1993,Right_Hand,Right-arm medium,India
368,S Kaul,5/19/1990,Right_Hand,Right-arm medium,India
369,Sachin Baby,12/18/1988,Left_Hand,Right-arm offbreak,India
370,PV Tambe,10/8/1971,Right_Hand,Legbreak,India
371,NM Coulter-Nile,10/11/1987,Right_Hand,Right-arm fast,Australia
372,CJ Anderson,12/13/1990,Left_Hand,Left-arm medium-fast,New Zealand
373,NJ Maddinson,12/21/1991,Left_Hand,Slow left-arm orthodox,Australia
374,AR Patel,1/20/1994,Left_Hand,Slow left-arm orthodox,India
375,JJ Bumrah,12/6/1993,Right_Hand,Right-arm medium,India
376,JDS Neesham,9/17/1990,Left_Hand,Right-arm medium,New Zealand
377,TG Southee,12/11/1988,Right_Hand,Right-arm medium-fast,New Zealand
378,MA Starc,1/30/1990,Left_Hand,Left-arm fast,Australia
379,BR Dunk,3/11/1987,Left_Hand,NULL,Australia
380,RR Rossouw,10/9/1989,Left_Hand,Right-arm offbreak,South Africa
381,Shivam Sharma,9/9/1993,Right_Hand,Right-arm offbreak,India
382,YS Chahal,7/23/1990,Right_Hand,Legbreak googly,India
383,LMP Simmons,1/25/1985,Right_Hand,Right-arm medium-fast,West Indies
384,VH Zol,11/23/1994,Left_Hand,Right-arm offbreak,India
385,BCJ Cutting,1/30/1987,Right_Hand,Right-arm fast-medium,Australia
386,Imran Tahir,3/27/1979,Right_Hand,Legbreak googly,India
387,BE Hendricks,6/8/1990,Left_Hand,Left-arm fast-medium,South Africa
388,S Gopal,9/4/1993,Right_Hand,Legbreak,India
